ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0030199	GO:0030199	collagen fibril organization	54	0.730432561350018	2.16098965699998	1e-10	1.16434782608696e-08	7.98398169336385e-09	2220	tags=54%, list=16%, signal=45%	COL1A2/COL3A1/LUM/COL12A1/COL11A1/SFRP2/ADAMTS2/ADAMTS12/COL1A1/COL14A1/COL5A2/ADAMTS14/FMOD/TLL1/COL5A3/ADAMTS7/FOXC2/LOX/CYP1B1/EMILIN1/AEBP1/FOXC1/FKBP10/PXDN/COL28A1/COL5A1/SERPINF2/TGFB2/GREM1
GO:0032963	GO:0032963	collagen metabolic process	88	0.671632240349617	2.06989953254662	1e-10	1.16434782608696e-08	7.98398169336385e-09	2877	tags=55%, list=20%, signal=44%	COL1A2/MMP1/MMP2/MMP12/CREB3L1/ADAMTS2/KLK6/MMP3/COL1A1/INHBA/MMP7/MMP13/ADAMTS14/SERPINB7/IHH/MMP9/MMP14/FAP/MFAP4/MMP28/ITGA2/MMP10/IL6/NPPC/EMILIN1/MMP16/WNT4/CTSL/MYB/COL5A1/PRSS2/CTSK/PRTN3/CST3/SERPINF2/F2/FURIN/P3H2/FOSL2/MMP17/MMP19/MRC2/MMP15/CYGB/RCN3/TMPRSS6/RGCC/BMP4
GO:0019730	GO:0019730	antimicrobial humoral response	98	0.657455386583613	2.03611746888371	1e-10	1.16434782608696e-08	7.98398169336385e-09	2331	tags=52%, list=17%, signal=44%	KLK7/CXCL5/SLPI/CXCL9/CXCL1/PI3/DMBT1/IL17A/CXCL3/PRSS3/PGC/IL17F/CXCL11/CXCL10/EVPL/CCL13/REG1A/RARRES2/IGHA1/S100A7/CXCL8/CXCL2/WFDC2/SPINK5/DEFA5/CXCL6/KLK5/JCHAIN/REG3A/CXCL13/DEFA3/ACOD1/KRT6A/DEFA4/IGHG2/LYZ/GNLY/DEFA6/IGHE/LGALS4/IGHA2/PRSS2/CXCL14/PRTN3/WFDC12/GATA6/WFDC5/F2/IGHM/DEFB1/IGHG4
GO:0030198	GO:0030198	extracellular matrix organization	261	0.623570962079198	2.00634298172886	1e-10	1.16434782608696e-08	7.98398169336385e-09	2650	tags=46%, list=19%, signal=38%	COL1A2/COL3A1/POSTN/LUM/COL12A1/COL4A1/MMP1/MMP2/SERPINB5/MMP12/COL11A1/KLK7/FBLN1/SULF1/ANTXR1/SFRP2/CREB3L1/ADAMTS9/PDPN/ADAMTS2/HAS2/MMP3/NID1/ADAMTS12/COL1A1/MMP7/SOX9/SH3PXD2B/COL4A2/COL14A1/MMP13/ADAMTS5/NPNT/COL5A2/FERMT1/ADAMTS14/EGFL6/ADAMTS15/FMOD/VWA1/IHH/PDGFRA/COL7A1/MMP9/MMP14/MYO1E/FAP/TLL1/MFAP4/LAMC1/IBSP/COL15A1/SPINK5/TPSAB1/ADAMTSL1/ITGB3/COL5A3/MMP28/KLK5/COL4A6/ADAMTS7/ELF3/FOXC2/MMP10/CRISPLD2/COL22A1/LAMB2/MATN3/IL6/CTSV/LOX/CYP1B1/NOXO1/EMILIN1/OLFML2B/MATN4/OLFML2A/RAMP2/AEBP1/CAV1/COL16A1/FOXC1/FOXF2/FKBP10/SMOC1/PXDN/CAV2/DDR1/FOXF1/MMP16/COL28A1/ELN/COL4A5/COL5A1/PRSS2/CTSK/ADAMTSL2/AGT/SLC2A10/CCDC80/CST3/ADTRP/SERPINF2/NOX1/FGFR4/FURIN/TGFB2/LAMA1/GREM1/TNFRSF11B/MMP17/MMP19/CSGALNACT1/NDNF/BMP2/COL9A3/ELANE/PHLDB1/ECM2/COL8A2/MMP15
GO:0043062	GO:0043062	extracellular structure organization	262	0.622679289133086	2.00365379783267	1e-10	1.16434782608696e-08	7.98398169336385e-09	2650	tags=46%, list=19%, signal=38%	COL1A2/COL3A1/POSTN/LUM/COL12A1/COL4A1/MMP1/MMP2/SERPINB5/MMP12/COL11A1/KLK7/FBLN1/SULF1/ANTXR1/SFRP2/CREB3L1/ADAMTS9/PDPN/ADAMTS2/HAS2/MMP3/NID1/ADAMTS12/COL1A1/MMP7/SOX9/SH3PXD2B/COL4A2/COL14A1/MMP13/ADAMTS5/NPNT/COL5A2/FERMT1/ADAMTS14/EGFL6/ADAMTS15/FMOD/VWA1/IHH/PDGFRA/COL7A1/MMP9/MMP14/MYO1E/FAP/TLL1/MFAP4/LAMC1/IBSP/COL15A1/SPINK5/TPSAB1/ADAMTSL1/ITGB3/COL5A3/MMP28/KLK5/COL4A6/ADAMTS7/ELF3/FOXC2/MMP10/CRISPLD2/COL22A1/LAMB2/MATN3/IL6/CTSV/LOX/CYP1B1/NOXO1/EMILIN1/OLFML2B/MATN4/OLFML2A/RAMP2/AEBP1/CAV1/COL16A1/FOXC1/FOXF2/FKBP10/SMOC1/PXDN/CAV2/DDR1/FOXF1/MMP16/COL28A1/ELN/COL4A5/COL5A1/PRSS2/CTSK/ADAMTSL2/AGT/SLC2A10/CCDC80/CST3/ADTRP/SERPINF2/NOX1/FGFR4/FURIN/TGFB2/LAMA1/GREM1/TNFRSF11B/MMP17/MMP19/CSGALNACT1/NDNF/BMP2/COL9A3/ELANE/PHLDB1/ECM2/COL8A2/MMP15
GO:0045229	GO:0045229	external encapsulating structure organization	263	0.620656978497564	1.9972583936493	1e-10	1.16434782608696e-08	7.98398169336385e-09	2650	tags=46%, list=19%, signal=38%	COL1A2/COL3A1/POSTN/LUM/COL12A1/COL4A1/MMP1/MMP2/SERPINB5/MMP12/COL11A1/KLK7/FBLN1/SULF1/ANTXR1/SFRP2/CREB3L1/ADAMTS9/PDPN/ADAMTS2/HAS2/MMP3/NID1/ADAMTS12/COL1A1/MMP7/SOX9/SH3PXD2B/COL4A2/COL14A1/MMP13/ADAMTS5/NPNT/COL5A2/FERMT1/ADAMTS14/EGFL6/ADAMTS15/FMOD/VWA1/IHH/PDGFRA/COL7A1/MMP9/MMP14/MYO1E/FAP/TLL1/MFAP4/LAMC1/IBSP/COL15A1/SPINK5/TPSAB1/ADAMTSL1/ITGB3/COL5A3/MMP28/KLK5/COL4A6/ADAMTS7/ELF3/FOXC2/MMP10/CRISPLD2/COL22A1/LAMB2/MATN3/IL6/CTSV/LOX/CYP1B1/NOXO1/EMILIN1/OLFML2B/MATN4/OLFML2A/RAMP2/AEBP1/CAV1/COL16A1/FOXC1/FOXF2/FKBP10/SMOC1/PXDN/CAV2/DDR1/FOXF1/MMP16/COL28A1/ELN/COL4A5/COL5A1/PRSS2/CTSK/ADAMTSL2/AGT/SLC2A10/CCDC80/CST3/ADTRP/SERPINF2/NOX1/FGFR4/FURIN/TGFB2/LAMA1/GREM1/TNFRSF11B/MMP17/MMP19/CSGALNACT1/NDNF/BMP2/COL9A3/ELANE/PHLDB1/ECM2/COL8A2/MMP15
GO:0043588	GO:0043588	skin development	218	0.619391987184676	1.98497009105095	1e-10	1.16434782608696e-08	7.98398169336385e-09	2205	tags=40%, list=16%, signal=35%	COL1A2/COL3A1/DSP/MET/FA2H/EGFR/KRT16/ADAMTS2/GAL/LGR5/IGFBP5/WNT5A/IL17A/KRT17/COL1A1/KRT7/EPHA2/INHBA/KRT6B/ST14/SOX9/IL20/CLDN4/EVPL/COL5A2/GJB3/FERMT1/LGR4/ABCA12/MSX2/S100A7/KRT80/CD109/SCEL/SPINK5/ITGB6/SPRR1B/SMO/YAP1/SFN/COL5A3/ITGB4/KLK5/ITGA2/KRT72/KRT5/LIPN/ALOXE3/KRT78/IL1A/FOXQ1/KRT74/JUP/REG3A/LAMA5/FLG2/KRT6A/EDAR/FST/DKK4/CSTA/VDR/KRT73/LRP4/DLX3/GRHL3/CLIC4/FOXC1/PLA2G10/PDGFA/KRT86/CYSRT1/COL5A1/KLF4/IRF6/SHH/SLC2A10/JAG1/SOX18/KRT81/EZH2/EREG/GATA6/PALLD/FRAS1/TGFB2/GRHL2/FOSL2
GO:0048514	GO:0048514	blood vessel morphogenesis	483	0.589668263548464	1.91960404414125	1e-10	1.16434782608696e-08	7.98398169336385e-09	3138	tags=48%, list=22%, signal=39%	COL3A1/COL4A1/MMP2/THBS2/SPARC/SULF1/PRRX1/SFRP2/NRCAM/APOD/CREB3L1/ADAMTS9/DCN/HAS2/GATA4/WNT5A/EPHB3/APLNR/CCL2/AMOTL2/EPHA2/EDNRA/HOXA13/HSPG2/TJP1/IL17F/DDAH1/F3/COL4A2/SRPX2/CXCL10/GJA5/RIN2/ANXA3/IHH/SFRP1/PDGFRA/HOXB13/APOE/S100A7/MMP14/MYO1E/FGF2/FN1/CXCL8/FAP/CCR3/ANPEP/HAND2/UNC5B/CLEC14A/ADGRF5/SLIT2/RHOJ/COL15A1/ISL1/PARVA/GPNMB/ACVRL1/CALD1/TNFAIP2/SPINK5/TEK/CYBB/MEOX2/EDN2/SMO/TERT/RSPO3/YAP1/APLN/ITGB3/TSPAN12/NOG/TAL1/ANGPT1/NOX5/HMOX1/SLC1A1/XDH/IL1A/SOX17/FOXC2/FLT1/JUP/EPHB4/CHRNA7/NRP2/IL6/CDH5/AQP1/CXCL13/IL1B/MYOCD/LOX/TBX1/NFATC4/NPPC/TWIST1/ECM1/GATA2/CYP1B1/EMILIN1/SERPINF1/C5AR1/CX3CL1/STARD13/NRP1/RAMP2/E2F8/SASH1/E2F7/CHI3L1/CLIC4/CAV1/NPR1/FOXC1/FKBP10/EFNA1/EMP2/NTRK2/PXDN/C3/PROX1/THY1/ADGRA2/PDGFA/FOXF1/CSPG4/TNFAIP3/HSPB6/ZFPM2/EPHB2/WNT4/E2F2/NOTCH3/SOX4/PRL/CALCRL/ROBO1/RAPGEF3/FGFBP1/NDP/JCAD/GAB1/KLF4/MDK/TNN/FZD4/HK2/WNT7B/SHH/PPARG/EDN1/PTPRB/STAB1/JAG1/SOX18/THSD7A/SIX1/EREG/ADTRP/ARHGAP24/SERPINF2/GATA6/NOX1/LRP5/EFNB2/KLF5/FGF1/TGFB2/CLDN5/LAMA1/GREM1/TEAD2/PTK2/MMP19/FGFR2/FZD8/FGF18/RBPJ/PTGS2/GPR4/NPR3/SPI1/NDNF/PDGFRB/DLL4/HYAL1/GJC1/THBS1/LEP/ITGB8/SMAD1/HS6ST1/COL8A2/SPHK1/MYO18B/EPAS1/NINJ1/TBXA2R/PTGIS/CDH13/RGCC/DAG1/ITGAX/COL8A1/NFE2L2/BMP4/CELA1/ALOX5/LRP1/PLCD3/KDR/SLC12A2/CXCR4/MEIS1/WNT11/BAK1/MMRN2/CITED1/TCF21/LRG1/VAV2/APOLD1/ENPEP/THBS4/MCAM/SEMA5A/HEY2/VEGFA/PDCL3
GO:0001525	GO:0001525	angiogenesis	407	0.589927360514061	1.91295057022482	1e-10	1.16434782608696e-08	7.98398169336385e-09	3138	tags=48%, list=22%, signal=39%	COL4A1/MMP2/THBS2/SPARC/SULF1/SFRP2/NRCAM/APOD/CREB3L1/ADAMTS9/DCN/GATA4/WNT5A/EPHB3/APLNR/CCL2/AMOTL2/EPHA2/EDNRA/HSPG2/TJP1/IL17F/DDAH1/F3/COL4A2/SRPX2/CXCL10/GJA5/ANXA3/IHH/SFRP1/PDGFRA/HOXB13/S100A7/MMP14/FGF2/FN1/CXCL8/FAP/CCR3/ANPEP/HAND2/UNC5B/CLEC14A/SLIT2/RHOJ/COL15A1/ISL1/PARVA/GPNMB/ACVRL1/CALD1/TNFAIP2/SPINK5/TEK/CYBB/MEOX2/EDN2/TERT/RSPO3/APLN/ITGB3/TSPAN12/TAL1/ANGPT1/NOX5/HMOX1/IL1A/SOX17/FOXC2/FLT1/JUP/EPHB4/CHRNA7/NRP2/IL6/CDH5/AQP1/CXCL13/IL1B/TBX1/NFATC4/NPPC/TWIST1/ECM1/GATA2/CYP1B1/EMILIN1/SERPINF1/C5AR1/CX3CL1/STARD13/NRP1/RAMP2/E2F8/SASH1/E2F7/CHI3L1/CLIC4/CAV1/NPR1/FOXC1/EFNA1/EMP2/PXDN/C3/THY1/ADGRA2/PDGFA/CSPG4/TNFAIP3/HSPB6/EPHB2/E2F2/NOTCH3/PRL/CALCRL/ROBO1/RAPGEF3/FGFBP1/NDP/JCAD/GAB1/KLF4/MDK/TNN/FZD4/HK2/SHH/PPARG/EDN1/PTPRB/STAB1/JAG1/SOX18/THSD7A/EREG/ADTRP/ARHGAP24/GATA6/NOX1/EFNB2/KLF5/FGF1/TGFB2/CLDN5/GREM1/PTK2/MMP19/FGFR2/FZD8/FGF18/RBPJ/PTGS2/GPR4/NPR3/NDNF/PDGFRB/DLL4/HYAL1/THBS1/LEP/ITGB8/SMAD1/HS6ST1/COL8A2/SPHK1/EPAS1/NINJ1/TBXA2R/PTGIS/CDH13/RGCC/DAG1/ITGAX/COL8A1/NFE2L2/BMP4/CELA1/ALOX5/PLCD3/KDR/SLC12A2/CXCR4/MEIS1/MMRN2/TCF21/LRG1/VAV2/APOLD1/ENPEP/THBS4/MCAM/SEMA5A/VEGFA/PDCL3
GO:0010631	GO:0010631	epithelial cell migration	226	0.591078059985176	1.89684538951635	1e-10	1.16434782608696e-08	7.98398169336385e-09	3390	tags=51%, list=24%, signal=39%	STC1/SPARC/MET/KITLG/BCAR1/TACSTD2/ADAMTS9/DCN/KRT16/HAS2/WNT5A/PRSS3/EPHA2/SOX9/SRPX2/RIN2/FSTL1/FERMT1/ANXA3/PTN/S100P/APOE/MMP9/FGF2/FAP/PTPRG/CLEC14A/SLIT2/RHOJ/ACVRL1/TEK/MEOX2/EDN2/ITGB3/ITGA2/ANGPT1/HMOX1/ANLN/FOXC2/JUP/EPHB4/NRP2/LGMN/CDH5/PLPP3/CXCL13/GATA2/CYP1B1/DOCK1/SERPINF1/EPB41L4B/SNAI2/STARD13/NRP1/SASH1/RAB25/EFNA1/EMP2/PROX1/ADGRA2/DOCK5/ATOH8/ROBO1/FGFBP1/ENPP2/JCAD/KLF4/PPARG/RAB13/EDN1/PTPRR/AGT/SOX18/ADTRP/EFNB2/FGF1/TGFB2/GREM1/ADAM9/CORO1C/KANK2/PTK2/IRS2/FGF18/PTGS2/DUSP10/DLL4/HYAL1/THBS1/TBXA2R/HBEGF/KRT2/CDH13/RGCC/NFE2L2/SCARB1/KANK1/KDR/MMRN2/S100A12/LRG1/MARVELD3/SEMA5A/VEGFA/S100A9/GRN/MEF2C/NOTCH1/SRC/DAAM2/ZEB2/ITGA3/STAT5A/HIF1A/EPPK1
